Sa1|5000|5000|6000
Sa2|5000|5000|6000
Sa3|5000|5000|6000
Sa4|5000|5000|6000
Sa5|5000|5000|6000
Sa6|5000|5000|6000
Sa7|5000|5000|6000
Sa8|5000|5000|6000
Sa9|5000|5000|6000
Sa10|5000|5000|6000
Sa11|5000|5000|6000
Sa12|5000|5000|6000
Sa13|5000|5000|6000
Sa14|5000|5000|6000
Sa15|5000|5000|6000
Sa16|5000|5000|6000
Sa17|5000|5000|6000
Sa18|5000|5000|6000
Sa19|5000|5000|6000
Sa20|5000|5000|6000
Sa21|5000|5000|6000
Sa22|5000|5000|6000
Sa23|5000|5000|6000
Sa24|5000|5000|6000
Sa25|5000|5000|6000
Sa26|5000|5000|6000
Sa27|5000|5000|6000
Sa28|5000|5000|6000
Sa29|5000|5000|6000
Sa30|5000|5000|6000
Sa31|5000|5000|6000
Sa32|5000|5000|6000
Sa33|5000|5000|6000
Sa34|5000|5000|6000
Sa35|5000|5000|6000
Sa36|5000|5000|6000
Sa37|5000|5000|6000
Sa38|5000|5000|6000
Sa39|5000|5000|6000
Sa40|5000|5000|6000
Sa41|5000|5000|6000
Sa42|5000|5000|6000
Sa43|5000|5000|6000
Sa44|5000|5000|6000
Sa45|5000|5000|6000
Sa46|5000|5000|6000
Sa47|5000|5000|6000
Sa48|5000|5000|6000
Sa49|5000|5000|6000
Sa50|5000|5000|6000
Sa51|5000|5000|6000
Sa52|5000|5000|6000
Sa53|5000|5000|6000
Sa54|5000|5000|6000
Sa55|5000|5000|6000
Sa56|5000|5000|6000
Sa57|5000|5000|6000
Sa58|5000|5000|6000
Sa59|5000|5000|6000
Sa60|5000|5000|6000
Sa61|5000|5000|6000
Sa62|5000|5000|6000
Sa63|5000|5000|6000
Sa64|5000|5000|6000
Sa65|5000|5000|6000
Sa66|5000|5000|6000
Sa67|5000|5000|6000
Sa68|5000|5000|6000
Sa69|5000|5000|6000
Sa70|5000|5000|6000
Sa71|5000|5000|6000
Sa72|5000|5000|6000
Sa73|5000|5000|6000
Sa74|5000|5000|6000
Sa75|5000|5000|6000
Sa76|5000|5000|6000
Sa77|5000|5000|6000
Sa78|5000|5000|6000
Sa79|5000|5000|6000
Sa80|5000|5000|6000
Sa81|5000|5000|6000
Sa82|5000|5000|6000
Sa83|5000|5000|6000
Sa84|5000|5000|6000
Sa85|5000|5000|6000
Sa86|5000|5000|6000
Sa87|5000|5000|6000
Sa88|5000|5000|6000
Sa89|5000|5000|6000
Sa90|5000|5000|6000
Sa91|5000|5000|6000
Sa92|5000|5000|6000
Sa93|5000|5000|6000
Sa94|5000|5000|6000
Sa95|5000|5000|6000
Sa96|5000|5000|6000
Sa97|5000|5000|6000
Sa98|5000|5000|6000
Sa99|5000|5000|6000
Sa100|5000|5000|6000
Sa101|5000|5000|6000
Sa102|5000|5000|6000
Sa103|5000|5000|6000
Sa104|5000|5000|6000
Sa105|5000|5000|6000
Sa106|5000|5000|6000
Sa107|5000|5000|6000
Sa108|5000|5000|6000
Sa109|5000|5000|6000
Sa110|5000|5000|6000
Sa111|5000|5000|6000
Sa112|5000|5000|6000
Sa113|5000|5000|6000
Sa114|5000|5000|6000
Sa115|5000|5000|6000
Sa116|5000|5000|6000
Sa117|5000|5000|6000
Sa118|5000|5000|6000
Sa119|5000|5000|6000
Sa120|5000|5000|6000
Sa121|5000|5000|6000
Sa122|5000|5000|6000
Sa123|5000|5000|6000
Sa124|5000|5000|6000
Sa125|5000|5000|6000
Sa126|5000|5000|6000
Sa127|5000|5000|6000
Sa128|5000|5000|6000
Sa129|5000|5000|6000
Sa130|5000|5000|6000
Sa131|5000|5000|6000
Sa132|5000|5000|6000
Sa133|5000|5000|6000
Sa134|5000|5000|6000
Sa135|5000|5000|6000
Sa136|5000|5000|6000
Sa137|5000|5000|6000
Sa138|5000|5000|6000
Sa139|5000|5000|6000
Sa140|5000|5000|6000
Sa141|5000|5000|6000
Sa142|5000|5000|6000
Sa143|5000|5000|6000
Sa144|5000|5000|6000
Sa145|5000|5000|6000
Sa146|5000|5000|6000
Sa147|5000|5000|6000
Sa148|5000|5000|6000
Sa149|5000|5000|6000
Sa150|5000|5000|6000
Sa151|5000|5000|6000
Sa152|5000|5000|6000
Sa153|5000|5000|6000
Sa154|5000|5000|6000
Sa155|5000|5000|6000
Sa156|5000|5000|6000
Sa157|5000|5000|6000
Sa158|5000|5000|6000
Sa159|5000|5000|6000
Sa160|5000|5000|6000
Sa161|5000|5000|6000
Sa162|5000|5000|6000
Sa163|5000|5000|6000
Sa164|5000|5000|6000
Sa165|5000|5000|6000
Sa166|5000|5000|6000
Sa167|5000|5000|6000
Sa168|5000|5000|6000
Sa169|5000|5000|6000
Sa170|5000|5000|6000
Sa171|5000|5000|6000
Sa172|5000|5000|6000
Sa173|5000|5000|6000
Sa174|5000|5000|6000
Sa175|5000|5000|6000
Sa176|5000|5000|6000
Sa177|5000|5000|6000
Sa178|5000|5000|6000
Sa179|5000|5000|6000
Sa180|5000|5000|6000
Sa181|5000|5000|6000
Sa182|5000|5000|6000
Sa183|5000|5000|6000
Sa184|5000|5000|6000
Sa185|5000|5000|6000
Sa186|5000|5000|6000
Sa187|5000|5000|6000
Sa188|5000|5000|6000
Sa189|5000|5000|6000
Sa190|5000|5000|6000
Sa191|5000|5000|6000
Sa192|5000|5000|6000
Sa193|5000|5000|6000
Sa194|5000|5000|6000
Sa195|5000|5000|6000
Sa196|5000|5000|6000
Sa197|5000|5000|6000
Sa198|5000|5000|6000
Sa199|5000|5000|6000
Sa200|5000|5000|6000
Sa201|5000|5000|6000
Sa202|5000|5000|6000
Sa203|5000|5000|6000
Sa204|5000|5000|6000
Sa205|5000|5000|6000
Sa206|5000|5000|6000
Sa207|5000|5000|6000
Sa208|5000|5000|6000
Sa209|5000|5000|6000
Sa210|5000|5000|6000
Sa211|5000|5000|6000
Sa212|5000|5000|6000
Sa213|5000|5000|6000
Sa214|5000|5000|6000
Sa215|5000|5000|6000
Sa216|5000|5000|6000
Sa217|5000|5000|6000
Sa218|5000|5000|6000
Sa219|5000|5000|6000
Sa220|5000|5000|6000
Sa221|5000|5000|6000
Sa222|5000|5000|6000
Sa223|5000|5000|6000
Sa224|5000|5000|6000
Sa225|5000|5000|6000
Sa226|5000|5000|6000
Sa227|5000|5000|6000
Sa228|5000|5000|6000
Sa229|5000|5000|6000
Sa230|5000|5000|6000
Sa231|5000|5000|6000
Sa232|5000|5000|6000
Sa233|5000|5000|6000
Sa234|5000|5000|6000
Sa235|5000|5000|6000
Sa236|5000|5000|6000
Sa237|5000|5000|6000
Sa238|5000|5000|6000
Sa239|5000|5000|6000
Sa240|5000|5000|6000
Sa241|5000|5000|6000
Sa242|5000|5000|6000
Sa243|5000|5000|6000
Sa244|5000|5000|6000
Sa245|5000|5000|6000
Sa246|5000|5000|6000
Sa247|5000|5000|6000
Sa248|5000|5000|6000
Sa249|5000|5000|6000
Sa250|5000|5000|6000
Sa251|5000|5000|6000
Sa252|5000|5000|6000
Sa253|5000|5000|6000
Sa254|5000|5000|6000
Sa255|5000|5000|6000
Sa256|5000|5000|6000
Sa257|5000|5000|6000
Sa258|5000|5000|6000
Sa259|5000|5000|6000
Sa260|5000|5000|6000
Sa261|5000|5000|6000
Sa262|5000|5000|6000
Sa263|5000|5000|6000
Sa264|5000|5000|6000
Sa265|5000|5000|6000
Sa266|5000|5000|6000
Sa267|5000|5000|6000
Sa268|5000|5000|6000
Sa269|5000|5000|6000
Sa270|5000|5000|6000
Sa271|5000|5000|6000
Sa272|5000|5000|6000
Sa273|5000|5000|6000
Sa274|5000|5000|6000
Sa275|5000|5000|6000
Sa276|5000|5000|6000
Sa277|5000|5000|6000
Sa278|5000|5000|6000
Sa279|5000|5000|6000
Sa280|5000|5000|6000
Sa281|5000|5000|6000
Sa282|5000|5000|6000
Sa283|5000|5000|6000
Sa284|5000|5000|6000
Sa285|5000|5000|6000
Sa286|5000|5000|6000
Sa287|5000|5000|6000
Sa288|5000|5000|6000
Sa289|5000|5000|6000
Sa290|5000|5000|6000
Sa291|5000|5000|6000
Sa292|5000|5000|6000
Sa293|5000|5000|6000
Sa294|5000|5000|6000
Sa295|5000|5000|6000
Sa296|5000|5000|6000
Sa297|5000|5000|6000
Sa298|5000|5000|6000
Sa299|5000|5000|6000
Sa300|5000|5000|6000
Sa301|5000|5000|6000
Sa302|5000|5000|6000
Sa303|5000|5000|6000
Sa304|5000|5000|6000
Sa305|5000|5000|6000
Sa306|5000|5000|6000
Sa307|5000|5000|6000
Sa308|5000|5000|6000
Sa309|5000|5000|6000
Sa310|5000|5000|6000
